DATA,PLACA,VALOR,LITROS,KM,Posto,,Valor Lt,,,,,,,,,
05/10/2021 08:18,CFZ0261,253.10,53.920,138341,Classe A,,4.693991098,,,,,,,,,
05/10/2021 08:32,GJJ1517,267.56,57.001,63940,Classe A,,4.693952738,,,,,,,,,
06/10/2021 07:52,GGX7479,222.64,47.431,52489,Classe A,,4.693976513,,,,,,,,,
06/10/2021 08:39,EZL7445,264.23,56.292,137170,Classe A,,4.693917431,,,,,,,,,
06/10/2021 09:02,GCZ8568,200.81,42.781,56795,Classe A,,4.693906173,,,,,,,,,
07/10/2021 08:06,FTN3997,229.30,48.850,44980,Classe A,,4.693961105,,,,,,,,,
07/10/2021 08:27,EMU1109,208.23,44.361,160039,Classe A,,4.693987962,,,,,,,,,
07/10/2021 08:49,GFG5937,232.45,49.521,18413,Classe A,,4.693968216,,,,,,,,,
07/10/2021 08:58,FUU4157,246.67,52.551,91698,Classe A,,4.693916386,,,,,,,,,
07/10/2021 10:25,GGP4918,263.15,56.061,51688,Classe A,,4.693994042,,,,,,,,,
07/10/2021 13:34,GJG4938,276.16,58.810,38050,Classe A,,4.695800034,,,,,,,,,
08/10/2021 08:22,FJO8267,274.18,58.411,80559,Classe A,,4.693978874,,,,,,,,,
08/10/2021 08:45,GGX7479,141.52,30.150,52743,Classe A,,4.693864013,,,,,,,,,
08/10/2021 14:22,GHF5509,299.99,63.910,37489,Classe A,,4.69394461,,,,,,,,,
11/10/2021 08:31,CFZ0261,286.59,60.412,138810,Classe A,,4.743925048,,,,,,,,,
13/10/2021 08:05,FCB4118,257.55,54.290,144035,Classe A,,4.743967582,,,,,,,,,
13/10/2021 11:18,FJP6602,358.03,75.471,106880,Classe A,,4.743941381,,,,,,,,,
13/10/2021 13:48,FFN9452,290.48,61.232,158182,Classe A,,4.743924745,,,,,,,,,
14/10/2021 08:02,GCZ8568,233.83,49.290,57197,Classe A,,4.743964293,,,,,,,,,
15/10/2021 08:03,GIY5037,258.36,54.460,33565,Classe A,,4.744032317,,,,,,,,,
15/10/2021 11:19,GHF5509,165.00,34.781,37763,Classe A,,4.743969409,,,,,,,,,
18/10/2021 08:00,FTN3997,236.77,49.910,45428,Classe A,,4.74393909,,,,,,,,,
18/10/2021 08:20,LLV9020,231.93,48.890,58005,Classe A,,4.743914911,,,,,,,,,
18/10/2021 08:29,GJJ1517,272.92,57.530,64360,Classe A,,4.743959673,,,,,,,,,
18/10/2021 08:33,GGX7479,165.14,34.811,53025,Classe A,,4.743902789,,,,,,,,,
18/10/2021 08:39,GKE2616,263.43,55.530,42473,Classe A,,4.743922204,,,,,,,,,
18/10/2021 08:45,EZL7445,226.34,47.711,137517,Classe A,,4.743979376,,,,,,,,,
